company,product,category,screen(pixel),ram(GB),gpu,os,os_version,weigth(kg),price,resolution,screentype,touchscreen,cpu_name,cpu_speed(GHz),cpu_brand,storage_1(GB),storage_2(GB),storage_1_type,storage_2_type,gpu_name
Acer,Predator 17,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows,Windows 10,4.2,17206020.0,1920x1080,IPSPanel,0.0,Intel Core i7 6700HQ,2.6,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Dell,Inspiron 3567,Notebook,15.6,12,Intel HD Graphics 620,Windows,Windows 10,2.25,5770908.0,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,6,AMD Radeon 520,Windows,Windows 10,2.1,5779800.0,1920x1080,,0.0,AMD A9-Series A9-9420,3.0,AMD,128.0,1000.0,SSD  ,HDD,AMD
Acer,Extensa EX2540-58KR,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.4,4970628.0,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,500.0,0.0,HDD,,Intel
Lenovo,ThinkPad 13,Notebook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.44,8536320.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,1.85,6926868.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,1000.0,0.0,HDD,,Intel
HP,ZBook 15,Workstation,15.6,16,Nvidia Quadro M2200,Windows,Windows 10,2.6,21509748.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows,Windows 10,1.55,5859828.0,1920x1080,,1.0,Intel Core i5 8250U,1.6,Intel,1000.0,0.0,HDD,,Intel
MSI,GS63VR 7RF,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows,Windows 10,1.8,18624116.16,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Acer,Aspire ES1-572,Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,2.4,3652833.6,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,500.0,0.0,HDD,,Intel
Dell,Inspiron 7560,Notebook,15.6,8,Nvidia GeForce 940MX,Windows,Windows 10,2.0,10732644.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Dell,Vostro 3568,Notebook,15.6,8,Intel HD Graphics 520,Windows,Windows 10,2.0,5913180.0,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,256.0,0.0,SSD,,Intel
Toshiba,Tecra X40-D-10G,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.25,13649220.0,1920x1080,IPSPanel,1.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Lenovo,Flex 5,2 in 1 Convertible,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.7,8883108.0,1920x1080,,1.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Lenovo,Thinkpad P51s,Workstation,15.6,16,Nvidia Quadro M520M,Windows,Windows 10,2.5,29334708.0,3840x2160,IPSPanel,0.0,Intel Core i7 7600U,2.8,Intel,1000.0,0.0,SSD,,Nvidia
Acer,Chromebook 14,Notebook,14.0,2,Intel HD Graphics 400,Chrome OS,Chrome OS ,1.68,2934360.0,1366x768,,0.0,Intel Celeron Dual Core N3060,1.6,Intel,32.0,0.0,Flash Storage,,Intel
Samsung,Notebook 9,Ultrabook,13.3,16,Intel HD Graphics 620,Windows,Windows 10,0.81,14662908.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
HP,250 G6,Notebook,15.6,8,Intel HD Graphics 520,Windows,Windows 10,1.86,4792788.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,256.0,0.0,SSD,,Intel
Dell,Latitude 5480,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.6,10018705.32,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
HP,Zbook 17,Workstation,17.3,16,Nvidia Quadro M2000M,Windows,Windows 7,3.0,39026988.0,1920x1080,IPSPanel,0.0,Intel Xeon E3-1535M v5,2.9,Intel,256.0,0.0,SSD,,Nvidia
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,4,Intel HD Graphics 400,Windows,Windows 10,1.4,4223700.0,1366x768,,1.0,Intel Celeron Dual Core N3060,1.6,Intel,128.0,0.0,SSD,,Intel
HP,EliteBook 850,Notebook,15.6,8,Intel HD Graphics 520,Windows,Windows 10,1.84,16894800.0,1920x1080,,0.0,Intel Core i5 6300U,2.4,Intel,256.0,0.0,SSD,,Intel
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,4,Nvidia GeForce GTX 950M,No OS,No OS ,2.45,5148468.0,1366x768,,0.0,Intel Core i5 6300HQ,2.3,Intel,1000.0,0.0,HDD,,Nvidia
Lenovo,Thinkpad T460,Ultrabook,14.0,4,Intel HD Graphics 520,Windows,Windows 10,1.7,9745632.0,1920x1080,,0.0,Intel Core i5 6200U,2.3,Intel,1.0,0.0,SSD,,Intel
Asus,Pro P2540UA-XO0192R,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.37,7557310.8,1366x768,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,8,Intel HD Graphics 540,Windows,Windows 10,1.3,10661508.0,3200x1800,IPSPanel,1.0,Intel Core i5 6260U,1.8,Intel,256.0,0.0,SSD,,Intel
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.2,9772308.0,1920x1080,IPSPanel,0.0,Intel Core i5 7300HQ,2.5,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
HP,ZBook 15,Workstation,15.6,8,Nvidia Quadro M1000M,Windows,Windows 7,2.59,13880412.0,1920x1080,,0.0,Intel Core i7 6700HQ,2.6,Intel,256.0,0.0,SSD,,Nvidia
Dell,Alienware 17,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows,Windows 10,4.42,25511059.08,3840x2160,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Acer,Aspire 3,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.1,5326308.0,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.5,9318816.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Dell,Latitude 7280,Ultrabook,12.5,16,Intel HD Graphics 620,Windows,Windows 10,1.18,16530228.0,1920x1080,,0.0,Intel Core i7 7600U,2.8,Intel,256.0,0.0,SSD,,Intel
Google,Pixelbook (Core,Ultrabook,12.3,8,Intel HD Graphics 615,Chrome OS,Chrome OS ,1.1,13862628.0,2400x1600,,1.0,Intel Core i5 7Y57,1.2,Intel,256.0,0.0,SSD,,Intel
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.2,10039068.0,3200x1800,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,Latitude 3380,Notebook,13.3,4,Intel HD Graphics 520,Windows,Windows 10,1.65,7549308.0,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,500.0,0.0,HDD,,Intel
Acer,TravelMate P238-M,Notebook,13.3,4,Intel HD Graphics 520,Windows,Windows 10,1.6,5824260.0,1366x768,,0.0,Intel Core i5 6200U,2.3,Intel,128.0,0.0,SSD,,Intel
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,4,Nvidia GeForce 920MX,Windows,Windows 10,2.8,4182263.28,1366x768,,0.0,Intel Pentium Quad Core N4200,1.1,Intel,1000.0,0.0,HDD,,Nvidia
Dell,Inspiron 7559,Gaming,15.6,16,Nvidia GeForce GTX 960M,Windows,Windows 10,2.72,9772308.0,3840x2160,IPSPanel,1.0,Intel Core i7 6700HQ,2.6,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Samsung,Notebook 9,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.31,14218308.0,1920x1080,,1.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Acer,Aspire A315-31,Notebook,15.6,4,Intel HD Graphics 505,Linux,Linux ,2.1,2649816.0,1366x768,,0.0,Intel Pentium Quad Core N4200,1.1,Intel,1000.0,0.0,HDD,,Intel
Dell,Inspiron 5567,Notebook,15.6,16,AMD Radeon R7 M445,Windows,Windows 10,2.3,10503852.84,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,AMD
Samsung,Notebook 9,2 in 1 Convertible,15.0,16,AMD Radeon 540,Windows,Windows 10,1.71,15996708.0,1920x1080,,1.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,AMD
Toshiba,Tecra A40-C-1E5,Notebook,14.0,4,Intel HD Graphics 520,Windows,Windows 10,1.75,9069840.0,1366x768,IPSPanel,0.0,Intel Core i5 6200U,2.3,Intel,128.0,0.0,SSD,,Intel
Dell,Inspiron 7567,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.62,9772308.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,1000.0,0.0,HDD,,Nvidia
HP,EliteBook 820,Ultrabook,12.5,4,Intel HD Graphics 520,Windows,Windows 10,1.26,11061648.0,1366x768,,0.0,Intel Core i5 6200U,2.3,Intel,256.0,0.0,SSD,,Intel
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,12,Nvidia GeForce 940MX,Windows,Windows 10,2.3,7460388.0,1920x1080,,1.0,Intel Core i7 7500U,2.7,Intel,2000.0,0.0,HDD,,Nvidia
Lenovo,Thinkpad P50,Notebook,15.6,16,Nvidia Quadro M2000M,Windows,Windows 7,2.5,21074040.0,3840x2160,,0.0,Intel Core i7 6820HQ,2.7,Intel,512.0,0.0,SSD,,Nvidia
Acer,Swift 3,Notebook,14.0,4,Intel HD Graphics 620,Windows,Windows 10,1.8,5655312.0,1920x1080,IPSPanel,0.0,Intel Core i3 7100U,2.4,Intel,128.0,0.0,SSD,,Intel
Razer,Blade Pro,Gaming,14.0,16,Nvidia GeForce GTX 1060,Windows,Windows 10,1.95,25777908.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,512.0,0.0,SSD,,Nvidia
Asus,Vivobook Max,Notebook,15.6,8,Intel HD Graphics 505,Windows,Windows 10,2.0,5174254.8,1920x1080,,0.0,Intel Pentium Dual Core N4200,1.1,Intel,128.0,0.0,SSD,,Intel
Dell,Alienware 17,Gaming,17.3,32,Nvidia GeForce GTX 1070M,Windows,Windows 10,4.42,31911609.6,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,1000.0,1000.0,SSD  ,HDD,Nvidia
Asus,Rog G752VS-BA171T,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,Windows 10,4.3,20896200.0,1920x1080,IPSPanel,0.0,Intel Core i7 6700HQ,2.6,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Toshiba,Tecra Z40-C-161,Ultrabook,14.0,16,Nvidia GeForce 930M,Windows,Windows 10,1.47,15685488.0,1920x1080,IPSPanel,0.0,Intel Core i7 6600U,2.6,Intel,512.0,0.0,SSD,,Nvidia
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,8,Intel HD Graphics 405,No OS,No OS ,2.2,2925468.0,1366x768,,0.0,Intel Celeron Quad Core N3710,1.6,Intel,1000.0,0.0,HDD,,Intel
Lenovo,ThinkPad T470s,Ultrabook,14.0,16,Intel HD Graphics 620,Windows,Windows 10,1.7,20442708.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
MSI,GS43VR 7RE,Gaming,14.0,16,Nvidia GeForce GTX 1060,Windows,Windows 10,1.6,16814772.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.2,9683388.0,1920x1080,,0.0,Intel Core i5 7300HQ,2.5,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Lenovo,Legion Y520-15IKBN,Gaming,15.6,4,Nvidia GeForce GTX 1050,Windows,Windows 10,2.4,8883108.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,1000.0,0.0,HDD,,Nvidia
Acer,Predator G9-793,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows,Windows 10,4.2,20442708.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Dell,Inspiron 7567,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.62,8758620.0,1920x1080,,0.0,Intel Core i5 7300HQ,2.5,Intel,256.0,0.0,SSD,,Nvidia
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,8,Nvidia GeForce GTX1060,Windows,Windows 10,2.24,11906388.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,4,Intel HD Graphics 500,Windows,Windows 10,1.22,1804186.8,1920x1080,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,32.0,0.0,Flash Storage,,Intel
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.37,17517240.0,1920x1080,IPSPanel,1.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,8,AMD Radeon R7 M460,Windows,Windows 10,2.08,8527428.0,1920x1080,,1.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,AMD
Apple,"MacBook 12""",Ultrabook,12.0,8,Intel HD Graphics 5300,Mac OS,Mac OS X,0.92,10359180.0,2304x1440,IPSPanelRetinaDisplay,0.0,Intel Core M,1.2,Intel,512.0,0.0,Flash Storage,,Intel
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.42,20718360.0,2560x1440,IPSPanel,1.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,4,Intel HD Graphics 500,Windows,Windows 10,1.63,2658708.0,1366x768,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,32.0,0.0,Flash Storage,,Intel
Dell,Latitude 3580,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,1.95,7202520.0,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,128.0,0.0,SSD,,Intel
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,8,Intel HD Graphics 620,Windows,Windows 10,1.38,11995308.0,1920x1080,IPSPanel,1.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Dell,Vostro 5568,Notebook,15.6,8,AMD Radeon R5 M420X,Windows,Windows 10,2.0,6571188.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,256.0,0.0,SSD,,AMD
HP,ZBook 17,Workstation,15.6,8,Nvidia Quadro M2200,Windows,Windows 10,3.14,18361090.8,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
Asus,Pro P2540UA-XS51,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.37,9772308.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,XPS 13,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.29,13329108.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,XPS 15,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.06,15552108.0,3840x2160,,1.0,Intel Core i5 7300HQ,2.5,Intel,256.0,0.0,SSD,,Nvidia
Dell,Latitude 3180,Netbook,11.6,4,Intel HD Graphics 505,Windows,Windows 10,1.63,6615648.0,1366x768,,0.0,Intel Pentium Quad Core N4200,1.1,Intel,128.0,0.0,SSD,,Intel
HP,EliteBook 820,Netbook,12.5,8,Intel HD Graphics 620,Windows,Windows 10,1.26,12350988.0,1366x768,,0.0,Intel Core i5 7300U,2.6,Intel,256.0,0.0,SSD,,Intel
Toshiba,Satellite Pro,Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,2.1,6935760.0,1366x768,,0.0,Intel Core i5 6200U,2.3,Intel,500.0,0.0,HDD,,Intel
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,8,AMD Radeon R7 Graphics,Windows,Windows 10,2.04,5593068.0,1366x768,,0.0,AMD A12-Series 9700P,2.5,AMD,2000.0,0.0,HDD,,AMD
Dell,Inspiron 7567,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,Windows 10,2.62,14929668.0,3840x2160,,0.0,Intel Core i7 7700HQ,2.8,Intel,512.0,0.0,SSD,,Nvidia
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,4,Nvidia GeForce 920M,Windows,Windows 10,2.4,5415228.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Nvidia
HP,Omen 17-an012dx,Gaming,17.3,12,AMD Radeon RX 580,Windows,Windows 10,3.74,15552108.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,1000.0,0.0,HDD,,AMD
MSI,GE72MVR 7RG,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,Windows 10,2.9,21474180.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,512.0,1000.0,SSD  ,HDD,Nvidia
Samsung,Notebook 9,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,0.81,13329108.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,Vostro 5568,Notebook,15.6,8,Nvidia GeForce GT 940MX,Windows,Windows 10,1.98,8545212.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,1000.0,0.0,HDD,,Nvidia
Dell,Vostro 3568,Notebook,15.6,8,AMD Radeon R5 M420,Windows,Windows 10,2.18,7022990.52,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,AMD
Lenovo,Thinkpad T470s,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.32,16530228.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Razer,Blade Stealth,Ultrabook,12.5,16,Intel HD Graphics 620,Windows,Windows 10,1.29,15996708.0,3840x2160,IPSPanel,1.0,Intel Core i7 7500U,2.5,Intel,512.0,0.0,SSD,,Intel
HP,Chromebook 11,Netbook,11.6,4,Intel HD Graphics 400,Chrome OS,Chrome OS ,1.23,3423420.0,1366x768,,0.0,Intel Celeron Dual Core N3060,1.6,Intel,16.0,0.0,Flash Storage,,Intel
Dell,Alienware 17,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows,Windows 10,4.36,22274637.84,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Dell,Latitude 3480,Notebook,14.0,4,Intel HD Graphics 520,Windows,Windows 10,1.76,6713460.0,1366x768,,0.0,Intel Core i5 6200U,2.3,Intel,500.0,0.0,HDD,,Intel
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,2.1,4356190.8,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,500.0,0.0,HDD,,Intel
Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,4,Intel HD Graphics 620,Windows,Windows 10,1.25,9692280.0,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,128.0,0.0,SSD,,Intel
Lenovo,Thinkpad X1,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.13,22221108.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
MSI,GL62M 7RD,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.4,10661508.0,1920x1080,,0.0,Intel Core i5 7300HQ,2.5,Intel,256.0,0.0,SSD,,Nvidia
Lenovo,ThinkPad X1,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.13,16672500.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,Flash Storage,,Intel
Toshiba,Satellite Pro,Notebook,14.0,4,Intel HD Graphics 510,Windows,Windows 10,1.75,4437108.0,1366x768,,0.0,Intel Pentium Dual Core 4405U,2.1,Intel,128.0,0.0,SSD,,Intel
Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.1,12075336.0,1920x1080,,1.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,Latitude 3480,Notebook,14.0,4,Intel HD Graphics 520,Windows,Windows 10,1.76,5201820.0,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,500.0,0.0,HDD,,Intel
Acer,Chromebook 11,Netbook,11.6,4,Intel HD Graphics 400,Chrome OS,Chrome OS ,1.35,3156660.0,1366x768,IPSPanel,0.0,Intel Celeron Dual Core N3060,1.6,Intel,32.0,0.0,Flash Storage,,Intel
Acer,Swift 3,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.5,5504148.0,1920x1080,IPSPanel,0.0,Intel Core i3 7100U,2.4,Intel,128.0,0.0,SSD,,Intel
Razer,Blade Pro,Gaming,17.3,32,Nvidia GeForce GTX 1080,Windows,Windows 10,3.49,48897108.0,3840x2160,,1.0,Intel Core i7 7820HK,2.9,Intel,512.0,0.0,SSD,,Nvidia
Lenovo,Thinkpad X1,Ultrabook,14.0,16,Intel HD Graphics 520,Windows,Windows 10,1.1,18664308.0,2560x1440,IPSPanel,0.0,Intel Core i7 6600U,2.6,Intel,512.0,0.0,SSD,,Intel
Asus,VivoBook Max,Notebook,15.6,4,Nvidia GeForce 920,Linux,Linux ,2.1,4614948.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Nvidia
Lenovo,Thinkpad T460,Notebook,14.0,8,Intel HD Graphics 520,Windows,Windows 10,1.7,10545912.0,1920x1080,,0.0,Intel Core i5 6200U,2.3,Intel,256.0,0.0,SSD,,Intel
Lenovo,ThinkPad T470s,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.32,14671800.0,1920x1080,IPSPanel,0.0,Intel Core i5 7300U,2.6,Intel,256.0,0.0,SSD,,Intel
Dell,Alienware 15,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows,Windows 10,3.21,24672009.96,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Asus,Rog GL702VS-BA023T,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,Windows 10,2.9,21509748.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Toshiba,Satellite Pro,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.0,5948748.0,1366x768,,0.0,Intel Core i3 7100U,2.4,Intel,500.0,0.0,HDD,,Intel
Lenovo,N42-20 Chromebook,Notebook,14.0,4,Intel HD Graphics 400,Chrome OS,Chrome OS ,1.5,2889900.0,1366x768,,0.0,Intel Celeron Quad Core N3160,1.6,Intel,16.0,0.0,Flash Storage,,Intel
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.3,5246280.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,128.0,0.0,HDD,,Intel
Asus,Rog GL702VM-GC017T,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows,Windows 10,2.73,15996708.0,1920x1080,,0.0,Intel Core i7 6700HQ,2.6,Intel,512.0,1000.0,SSD  ,HDD,Nvidia
Dell,Alienware 17,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows,Windows 10,4.42,27324137.88,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,512.0,1000.0,SSD  ,HDD,Nvidia
HP,ProBook 470,Notebook,17.3,8,Nvidia GeForce 930MX,Windows,Windows 10,2.63,8091720.0,1600x900,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Nvidia
Dell,Vostro 3568,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.18,6348799.08,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,128.0,0.0,SSD,,Intel
HP,EliteBook 840,Ultrabook,14.0,8,Intel HD Graphics 520,Windows,Windows 7,1.54,16628040.0,1920x1080,,0.0,Intel Core i7 6500U,2.5,Intel,512.0,0.0,SSD,,Intel
Dell,Vostro 3568,Notebook,15.6,4,AMD Radeon R5 M420,Windows,Windows 10,2.18,6571188.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,AMD
HP,Chromebook X360,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,Chrome OS,Chrome OS ,1.4,5468580.0,1366x768,,1.0,Intel Celeron Dual Core N3350,1.1,Intel,32.0,0.0,Flash Storage,,Intel
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,8,Nvidia GeForce 940M,Windows,Windows 10,1.45,9123192.0,1920x1080,IPSPanel,0.0,Intel Core i5 6200U,2.3,Intel,512.0,0.0,SSD,,Nvidia
HP,EliteBook x360,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.28,20247084.0,1920x1080,,1.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
HP,EliteBook 840,Ultrabook,14.0,8,Intel HD Graphics 520,Windows,Windows 10,1.54,13053456.0,1920x1080,,0.0,Intel Core i7 6500U,2.5,Intel,512.0,0.0,SSD,,Intel
HP,250 G6,Notebook,15.6,4,Intel HD Graphics 400,No OS,No OS ,1.86,2658708.0,1366x768,,0.0,Intel Celeron Dual Core N3060,1.6,Intel,128.0,0.0,SSD,,Intel
Asus,Rog GL502VM-DS74,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows,Windows 10,2.1,16885908.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
